,loss,val_loss
0,10166.319179650065,10037.483028017241
1,9973.166286086487,9958.475560681572
2,9934.64391311916,9924.170999461207
3,9914.78481232406,9910.4788944639
4,9900.582202511081,9891.997811153018
5,9891.174880491584,9882.777444773707
6,9883.491941370688,9879.001650053879
7,9878.61597510257,9870.515195649246
8,9874.176529464392,9863.966258081897
9,9870.16519862542,9860.855334051725
10,9866.517705400995,9860.396804283406
11,9862.686682532492,9857.952956627156
12,9861.124597115328,9854.09243669181
13,9858.41757335215,9853.510211813038
14,9855.172479560973,9852.988441204203
15,9853.951309445376,9848.548221982759
16,9851.473032930791,9845.55337419181
17,9849.441564877066,9844.203335466056
18,9847.838317373922,9842.752113079203
19,9846.575592582056,9843.223456021013
20,9843.744966515183,9841.854551117996
21,9842.620864933966,9840.839439655172
22,9841.54370152282,9837.526729189116
23,9840.070647067412,9836.137914197197
24,9839.730083646533,9837.310260641163
25,9839.333195918933,9837.613912648168
26,9837.212408660756,9832.841426454741
27,9836.78102586323,9835.124680091594
28,9835.291910768297,9833.381061422413
29,9834.527195417315,9831.736210264009
30,9833.864925075617,9832.503864156788
31,9832.914316584061,9831.369426858837
32,9831.841527349365,9829.728608230065
33,9831.147802991734,9829.82414298222
34,9830.616222167735,9829.162984913793
35,9830.230934336818,9829.084102235991
36,9828.314313682919,9829.400382206357
37,9829.320969936662,9826.709194841056
38,9829.327977603169,9829.145086880388
39,9827.659363582594,9829.201533876616
40,9827.041332879133,9826.260725350216
41,9827.679439031055,9827.370521282328
42,9826.137818845084,9825.54567113416
43,9825.054710428396,9826.194815800107
44,9824.75382202324,9824.396164466594
45,9824.95057105744,9823.088235789332
46,9823.503681177377,9823.414752828663
47,9823.58708672736,9822.468884698275
48,9822.611238751047,9823.649624528556
49,9822.877311088734,9824.260506465518
50,9821.692192366436,9821.273075498384
51,9821.772039335769,9821.572854929957
52,9821.996852726701,9821.750892376078
53,9821.141800431242,9819.90147662985
54,9820.430724425012,9820.407277074353
55,9819.847137787494,9820.250244140625
56,9819.505924884703,9820.5628788389
57,9820.672558640543,9818.80363516972
58,9818.497477876437,9819.715921336207
59,9818.517402184654,9819.58090315194
60,9818.808823501886,9818.556800579203
61,9817.57592808532,9816.722327922953
62,9818.216150200647,9817.49034381735
63,9817.699344154289,9819.445775525322
64,9817.141083099994,9819.582906788793
65,9816.526668064207,9818.551555765087
66,9816.496653390033,9817.902377424569
67,9816.238318684116,9816.063821726832
68,9816.391556641562,9816.231647359913
69,9815.4356760227,9816.853061018319
70,9816.173660139404,9815.494351091056
71,9814.681350042674,9816.033060008082
72,9815.293861553666,9815.102833714978
73,9814.260431952263,9816.191717739763
74,9814.836287041058,9816.515683930496
75,9813.948129885152,9816.063299771013
76,9814.574954798305,9815.848826441272
77,9813.568125879701,9814.533379916487
78,9813.519993561333,9815.020457300647
79,9814.488829191872,9816.900819975754
80,9813.168489084212,9815.50537109375
81,9813.325170980324,9814.166891163793
82,9813.487010361763,9814.106504242996
83,9812.03047371002,9814.531856142241
84,9812.219570742993,9813.198696794181
85,9813.172608240746,9812.68025154903
86,9811.688951975773,9812.46086173222
87,9811.913615162315,9814.441170528018
88,9811.357924428006,9813.388739224138
89,9811.792642605265,9814.23753199084
90,9811.654481705948,9814.287875471444
91,9810.913685819209,9813.037420864763
92,9810.382257071304,9813.063224003232
93,9810.881258516261,9814.051311624462
94,9811.226753881918,9811.896425444504
95,9810.385392178516,9812.68385472791
96,9810.411783698191,9810.368340853987
97,9809.643371728258,9810.98362574084
98,9809.910291480744,9811.108970905172
99,9810.45813555642,9811.460474474678
